comparison,mode,query_type,depth,metric,delta,lo,hi,p_value,n
depth_minus_direct,generic,target,7,f1,-0.22000000000000003,-0.5,0.0,0.077,10
depth_minus_direct,generic,target,7,judge_correct,-0.4,-0.7,-0.1,0.0201,10
depth_minus_direct,generic,target,8,em,-0.3,-0.6,0.0,0.076,10
depth_minus_direct,generic,target,8,f1,-0.22000000000000003,-0.5,0.0,0.077,10
depth_minus_direct,generic,target,8,judge_correct,-0.3,-0.6,0.0,0.076,10
depth_minus_direct,generic,target,9,em,-0.4,-0.7,-0.1,0.0186,10
depth_minus_direct,generic,target,9,f1,-0.32,-0.62,-0.07999999999999999,0.0207,10
depth_minus_direct,generic,target,9,judge_correct,-0.4,-0.7,-0.1,0.0186,10
depth_minus_direct,generic,target,10,em,-0.4,-0.7,-0.1,0.0186,10
depth_minus_direct,generic,target,10,f1,-0.32,-0.62,-0.07999999999999999,0.0207,10
depth_minus_direct,generic,target,10,judge_correct,-0.4,-0.7,-0.1,0.0186,10
conditioned_minus_generic,conditioned_minus_generic,target,1,em,0.0,-0.4,0.4,1.0,10
conditioned_minus_generic,conditioned_minus_generic,target,1,f1,0.06666666666666665,-0.24,0.36666666666666664,0.6958,10
conditioned_minus_generic,conditioned_minus_generic,target,1,judge_correct,0.1,-0.2,0.4,0.7632,10
conditioned_minus_generic,conditioned_minus_generic,target,2,em,0.3,-0.1,0.7,0.2133,10
conditioned_minus_generic,conditioned_minus_generic,target,2,f1,0.145,-0.18,0.465,0.3973,10
conditioned_minus_generic,conditioned_minus_generic,target,2,judge_correct,0.2,-0.2,0.6,0.4225,10
conditioned_minus_generic,conditioned_minus_generic,target,3,em,0.1,-0.2,0.4,0.7614,10
conditioned_minus_generic,conditioned_minus_generic,target,3,f1,0.025,-0.275,0.30000000000000004,0.8733,10
conditioned_minus_generic,conditioned_minus_generic,target,3,judge_correct,0.1,-0.2,0.4,0.7614,10
conditioned_minus_generic,conditioned_minus_generic,target,4,em,-0.1,-0.4,0.2,0.7609,10
conditioned_minus_generic,conditioned_minus_generic,target,4,f1,0.05500000000000001,-0.308416666666666,0.4066666666666666,0.7701,10
conditioned_minus_generic,conditioned_minus_generic,target,4,judge_correct,0.1,-0.3,0.5,0.8265,10
conditioned_minus_generic,conditioned_minus_generic,target,5,em,-0.1,-0.5,0.3,0.8225,10
conditioned_minus_generic,conditioned_minus_generic,target,5,f1,0.08388888888888887,-0.2611111111111111,0.4333333333333333,0.644,10
conditioned_minus_generic,conditioned_minus_generic,target,5,judge_correct,0.2,0.0,0.5,0.2321,10
conditioned_minus_generic,conditioned_minus_generic,target,6,em,-0.1,-0.4,0.2,0.7609,10
conditioned_minus_generic,conditioned_minus_generic,target,6,f1,-0.09833333333333333,-0.3983333333333333,0.2,0.5308,10
conditioned_minus_generic,conditioned_minus_generic,target,6,judge_correct,0.2,-0.2,0.6,0.4208,10
conditioned_minus_generic,conditioned_minus_generic,target,7,em,-0.2,-0.6,0.2,0.4267,10
conditioned_minus_generic,conditioned_minus_generic,target,7,f1,-0.11833333333333333,-0.41000000000000003,0.18333333333333335,0.4476,10
conditioned_minus_generic,conditioned_minus_generic,target,7,judge_correct,0.2,-0.2,0.6,0.4208,10
conditioned_minus_generic,conditioned_minus_generic,target,8,em,-0.2,-0.6,0.2,0.4267,10
conditioned_minus_generic,conditioned_minus_generic,target,8,f1,-0.11000000000000001,-0.41,0.2,0.4865,10
conditioned_minus_generic,conditioned_minus_generic,target,8,judge_correct,0.1,-0.2,0.4,0.7614,10
conditioned_minus_generic,conditioned_minus_generic,target,9,em,0.0,-0.3,0.3,1.0,10
conditioned_minus_generic,conditioned_minus_generic,target,9,f1,0.0016666666666666496,-0.29833333333333334,0.29166666666666663,0.9807,10
conditioned_minus_generic,conditioned_minus_generic,target,9,judge_correct,0.2,-0.2,0.6,0.4228,10
conditioned_minus_generic,conditioned_minus_generic,target,10,em,0.0,-0.3,0.3,1.0,10
conditioned_minus_generic,conditioned_minus_generic,target,10,f1,0.0033333333333333214,-0.2966666666666667,0.3,0.9547,10
conditioned_minus_generic,conditioned_minus_generic,target,10,judge_correct,0.1,-0.2,0.4,0.7614,10
depth_minus_direct,conditioned,heldout,1,em,-0.5,-0.8,-0.2,0.0028,10
depth_minus_direct,conditioned,heldout,1,f1,-0.45,-0.75,-0.15,0.0039,10
depth_minus_direct,conditioned,heldout,1,judge_correct,-0.3,-0.6,0.0,0.0779,10
depth_minus_direct,conditioned,heldout,2,em,-0.5,-0.9,-0.1,0.0307,10
depth_minus_direct,conditioned,heldout,2,f1,-0.45,-0.8,0.0,0.0396,10
depth_minus_direct,conditioned,heldout,2,judge_correct,-0.4,-0.8,0.0,0.094,10
depth_minus_direct,conditioned,heldout,3,em,-0.6,-1.0,-0.1,0.0097,10
depth_minus_direct,conditioned,heldout,3,f1,-0.45,-0.8,-0.05,0.0264,10
depth_minus_direct,conditioned,heldout,3,judge_correct,-0.4,-0.8,0.0,0.0919,10
depth_minus_direct,conditioned,heldout,4,em,-0.7,-1.0,-0.2,0.0038,10
depth_minus_direct,conditioned,heldout,4,f1,-0.65,-1.0,-0.2,0.0047,10
depth_minus_direct,conditioned,heldout,4,judge_correct,-0.6,-1.0,-0.1,0.0102,10
depth_minus_direct,conditioned,heldout,5,em,-0.5,-0.9,-0.1,0.0304,10
depth_minus_direct,conditioned,heldout,5,f1,-0.45,-0.8,0.0,0.0392,10
depth_minus_direct,conditioned,heldout,5,judge_correct,-0.4,-0.8,0.0,0.0919,10
depth_minus_direct,conditioned,heldout,6,em,-0.5,-0.9,-0.1,0.0294,10
depth_minus_direct,conditioned,heldout,6,f1,-0.5,-0.9,-0.1,0.0294,10
depth_minus_direct,conditioned,heldout,6,judge_correct,-0.5,-0.9,-0.1,0.0294,10
depth_minus_direct,conditioned,heldout,7,em,-0.6,-1.0,-0.1,0.0097,10
depth_minus_direct,conditioned,heldout,7,f1,-0.5,-0.85,-0.05,0.0165,10
depth_minus_direct,conditioned,heldout,7,judge_correct,-0.4,-0.8,0.0,0.0919,10
depth_minus_direct,conditioned,heldout,8,em,-0.6,-1.0,-0.2,0.0098,10
depth_minus_direct,conditioned,heldout,8,f1,-0.55,-0.9,-0.1,0.0118,10
depth_minus_direct,conditioned,heldout,8,judge_correct,-0.5,-0.9,-0.1,0.0294,10
depth_minus_direct,conditioned,heldout,9,em,-0.6,-1.0,-0.2,0.0098,10
depth_minus_direct,conditioned,heldout,9,f1,-0.55,-0.9,-0.1,0.0118,10
depth_minus_direct,conditioned,heldout,9,judge_correct,-0.5,-0.9,-0.1,0.0294,10
depth_minus_direct,conditioned,heldout,10,em,-0.5,-0.9,-0.1,0.0304,10
depth_minus_direct,conditioned,heldout,10,f1,-0.45,-0.8,0.0,0.0392,10
depth_minus_direct,conditioned,heldout,10,judge_correct,-0.4,-0.8,0.0,0.0919,10
depth_minus_direct,generic,heldout,1,em,-0.5,-0.9,-0.1,0.0288,10
depth_minus_direct,generic,heldout,1,f1,-0.5,-0.9,-0.1,0.0288,10
depth_minus_direct,generic,heldout,1,judge_correct,-0.5,-0.9,-0.1,0.0288,10
depth_minus_direct,generic,heldout,2,em,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,2,f1,-0.6666666666666666,-1.0,-0.3333333333333333,0.0001,10
depth_minus_direct,generic,heldout,2,judge_correct,-0.5,-0.9,-0.1,0.0306,10
depth_minus_direct,generic,heldout,3,em,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,3,f1,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,3,judge_correct,-0.6,-0.9,-0.3,0.0001,10
depth_minus_direct,generic,heldout,4,em,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,4,f1,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,4,judge_correct,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,5,em,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,5,f1,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,5,judge_correct,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,6,em,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,6,f1,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,6,judge_correct,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,7,em,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,7,f1,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,7,judge_correct,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,8,em,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,8,f1,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,8,judge_correct,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,9,em,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,9,f1,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,9,judge_correct,-0.6,-0.9,-0.3,0.0005,10
depth_minus_direct,generic,heldout,10,em,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,10,f1,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,generic,heldout,10,judge_correct,-0.7,-1.0,-0.4,0.0,10
conditioned_minus_generic,conditioned_minus_generic,heldout,1,em,0.0,-0.5,0.5,1.0,10
conditioned_minus_generic,conditioned_minus_generic,heldout,1,f1,0.05,-0.45,0.55,0.9291,10
conditioned_minus_generic,conditioned_minus_generic,heldout,1,judge_correct,0.2,-0.3,0.7,0.5869,10
conditioned_minus_generic,conditioned_minus_generic,heldout,2,em,0.2,-0.3,0.6,0.5309,10
conditioned_minus_generic,conditioned_minus_generic,heldout,2,f1,0.21666666666666665,-0.25,0.65,0.3695,10
conditioned_minus_generic,conditioned_minus_generic,heldout,2,judge_correct,0.1,-0.4,0.6,0.8481,10
conditioned_minus_generic,conditioned_minus_generic,heldout,3,em,0.1,-0.3,0.5,0.8251,10
conditioned_minus_generic,conditioned_minus_generic,heldout,3,f1,0.25,-0.15,0.65,0.2652,10
conditioned_minus_generic,conditioned_minus_generic,heldout,3,judge_correct,0.2,-0.3,0.7,0.5937,10
conditioned_minus_generic,conditioned_minus_generic,heldout,4,em,0.0,-0.4,0.4,1.0,10
conditioned_minus_generic,conditioned_minus_generic,heldout,4,f1,0.05,-0.35,0.45,0.916,10
conditioned_minus_generic,conditioned_minus_generic,heldout,4,judge_correct,0.1,-0.3,0.5,0.8245,10
conditioned_minus_generic,conditioned_minus_generic,heldout,5,em,0.2,-0.3,0.6,0.5257,10
conditioned_minus_generic,conditioned_minus_generic,heldout,5,f1,0.25,-0.2,0.7,0.3499,10
conditioned_minus_generic,conditioned_minus_generic,heldout,5,judge_correct,0.3,-0.2,0.8,0.3145,10
conditioned_minus_generic,conditioned_minus_generic,heldout,6,em,0.2,-0.3,0.6,0.5279,10
conditioned_minus_generic,conditioned_minus_generic,heldout,6,f1,0.2,-0.3,0.6,0.5279,10
conditioned_minus_generic,conditioned_minus_generic,heldout,6,judge_correct,0.2,-0.3,0.6,0.5279,10
conditioned_minus_generic,conditioned_minus_generic,heldout,7,em,0.1,-0.3,0.5,0.8251,10
conditioned_minus_generic,conditioned_minus_generic,heldout,7,f1,0.2,-0.25,0.65,0.4456,10
conditioned_minus_generic,conditioned_minus_generic,heldout,7,judge_correct,0.3,-0.2,0.8,0.3145,10
conditioned_minus_generic,conditioned_minus_generic,heldout,8,em,0.1,-0.3,0.5,0.8185,10
conditioned_minus_generic,conditioned_minus_generic,heldout,8,f1,0.15,-0.3,0.55,0.584,10
conditioned_minus_generic,conditioned_minus_generic,heldout,8,judge_correct,0.2,-0.3,0.6,0.5279,10
conditioned_minus_generic,conditioned_minus_generic,heldout,9,em,0.1,-0.3,0.5,0.8185,10
conditioned_minus_generic,conditioned_minus_generic,heldout,9,f1,0.15,-0.3,0.55,0.584,10
conditioned_minus_generic,conditioned_minus_generic,heldout,9,judge_correct,0.1,-0.3,0.5,0.8185,10
conditioned_minus_generic,conditioned_minus_generic,heldout,10,em,0.2,-0.3,0.6,0.5257,10
conditioned_minus_generic,conditioned_minus_generic,heldout,10,f1,0.25,-0.2,0.7,0.3499,10
conditioned_minus_generic,conditioned_minus_generic,heldout,10,judge_correct,0.3,-0.2,0.8,0.3145,10
