comparison,mode,query_type,depth,metric,delta,lo,hi,p_value,n
conditioned_minus_generic,conditioned_minus_generic,target,7,f1,0.10666666666666666,-0.12,0.36666666666666664,0.3997,10
conditioned_minus_generic,conditioned_minus_generic,target,7,judge_correct,0.1,0.0,0.3,0.6148,10
conditioned_minus_generic,conditioned_minus_generic,target,8,em,0.0,-0.3,0.3,1.0,10
conditioned_minus_generic,conditioned_minus_generic,target,8,f1,0.04,-0.18,0.3,0.8297,10
conditioned_minus_generic,conditioned_minus_generic,target,8,judge_correct,0.0,-0.3,0.3,1.0,10
conditioned_minus_generic,conditioned_minus_generic,target,9,em,0.0,-0.3,0.3,1.0,10
conditioned_minus_generic,conditioned_minus_generic,target,9,f1,0.09999999999999999,-0.13333333333333336,0.36666666666666664,0.5379,10
conditioned_minus_generic,conditioned_minus_generic,target,9,judge_correct,0.0,-0.3,0.3,1.0,10
conditioned_minus_generic,conditioned_minus_generic,target,10,em,0.0,-0.3,0.3,1.0,10
conditioned_minus_generic,conditioned_minus_generic,target,10,f1,0.04,-0.18,0.3,0.8297,10
conditioned_minus_generic,conditioned_minus_generic,target,10,judge_correct,0.0,-0.3,0.3,1.0,10
depth_minus_direct,conditioned,heldout,1,em,-0.6,-0.9,-0.3,0.0,10
depth_minus_direct,conditioned,heldout,1,f1,-0.6,-0.9,-0.3,0.0,10
depth_minus_direct,conditioned,heldout,1,judge_correct,-0.6,-0.9,-0.3,0.0,10
depth_minus_direct,conditioned,heldout,2,em,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,conditioned,heldout,2,f1,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,conditioned,heldout,2,judge_correct,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,conditioned,heldout,3,em,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,conditioned,heldout,3,f1,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,conditioned,heldout,3,judge_correct,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,conditioned,heldout,4,em,-0.6,-0.9,-0.3,0.0,10
depth_minus_direct,conditioned,heldout,4,f1,-0.5333333333333333,-0.8333333333333334,-0.23333333333333334,0.0,10
depth_minus_direct,conditioned,heldout,4,judge_correct,-0.6,-0.9,-0.3,0.0,10
depth_minus_direct,conditioned,heldout,5,em,-0.5,-0.8,-0.2,0.0024,10
depth_minus_direct,conditioned,heldout,5,f1,-0.5,-0.8,-0.2,0.0024,10
depth_minus_direct,conditioned,heldout,5,judge_correct,-0.5,-0.8,-0.2,0.0024,10
depth_minus_direct,conditioned,heldout,6,em,-0.5,-0.8,-0.2,0.0022,10
depth_minus_direct,conditioned,heldout,6,f1,-0.5,-0.8,-0.2,0.0022,10
depth_minus_direct,conditioned,heldout,6,judge_correct,-0.5,-0.8,-0.2,0.0022,10
depth_minus_direct,conditioned,heldout,7,em,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,conditioned,heldout,7,f1,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,conditioned,heldout,7,judge_correct,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,conditioned,heldout,8,em,-0.6,-0.9,-0.3,0.0001,10
depth_minus_direct,conditioned,heldout,8,f1,-0.5333333333333333,-0.8,-0.23333333333333334,0.0001,10
depth_minus_direct,conditioned,heldout,8,judge_correct,-0.6,-0.9,-0.3,0.0001,10
depth_minus_direct,conditioned,heldout,9,em,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,conditioned,heldout,9,f1,-0.6333333333333333,-0.9,-0.33333333333333337,0.0,10
depth_minus_direct,conditioned,heldout,9,judge_correct,-0.7,-1.0,-0.4,0.0,10
depth_minus_direct,conditioned,heldout,10,em,-0.6,-0.9,-0.3,0.0001,10
depth_minus_direct,conditioned,heldout,10,f1,-0.5333333333333333,-0.8,-0.23333333333333334,0.0001,10
depth_minus_direct,conditioned,heldout,10,judge_correct,-0.6,-0.9,-0.3,0.0001,10
depth_minus_direct,generic,heldout,1,em,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,1,f1,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,1,judge_correct,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,2,em,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,2,f1,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,2,judge_correct,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,3,em,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,3,f1,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,3,judge_correct,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,4,em,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,4,f1,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,4,judge_correct,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,5,em,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,5,f1,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,5,judge_correct,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,6,em,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,6,f1,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,6,judge_correct,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,7,em,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,7,f1,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,7,judge_correct,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,8,em,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,8,f1,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,8,judge_correct,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,9,em,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,9,f1,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,9,judge_correct,0.0,0.0,0.0,1.0,10
depth_minus_direct,generic,heldout,10,em,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,10,f1,-0.1,-0.3,0.0,0.6135,10
depth_minus_direct,generic,heldout,10,judge_correct,-0.1,-0.3,0.0,0.6135,10
conditioned_minus_generic,conditioned_minus_generic,heldout,1,em,-0.6,-0.9,-0.3,0.0001,10
conditioned_minus_generic,conditioned_minus_generic,heldout,1,f1,-0.6,-0.9,-0.3,0.0001,10
conditioned_minus_generic,conditioned_minus_generic,heldout,1,judge_correct,-0.6,-0.9,-0.3,0.0001,10
conditioned_minus_generic,conditioned_minus_generic,heldout,2,em,-0.7,-1.0,-0.4,0.0,10
conditioned_minus_generic,conditioned_minus_generic,heldout,2,f1,-0.7,-1.0,-0.4,0.0,10
conditioned_minus_generic,conditioned_minus_generic,heldout,2,judge_correct,-0.7,-1.0,-0.4,0.0,10
conditioned_minus_generic,conditioned_minus_generic,heldout,3,em,-0.7,-1.0,-0.4,0.0,10
conditioned_minus_generic,conditioned_minus_generic,heldout,3,f1,-0.7,-1.0,-0.4,0.0,10
conditioned_minus_generic,conditioned_minus_generic,heldout,3,judge_correct,-0.7,-1.0,-0.4,0.0,10
conditioned_minus_generic,conditioned_minus_generic,heldout,4,em,-0.5,-0.9,-0.1,0.0293,10
conditioned_minus_generic,conditioned_minus_generic,heldout,4,f1,-0.4333333333333334,-0.8,0.0,0.039,10
conditioned_minus_generic,conditioned_minus_generic,heldout,4,judge_correct,-0.5,-0.9,-0.1,0.0293,10
conditioned_minus_generic,conditioned_minus_generic,heldout,5,em,-0.5,-0.8,-0.2,0.0023,10
conditioned_minus_generic,conditioned_minus_generic,heldout,5,f1,-0.5,-0.8,-0.2,0.0023,10
conditioned_minus_generic,conditioned_minus_generic,heldout,5,judge_correct,-0.5,-0.8,-0.2,0.0023,10
conditioned_minus_generic,conditioned_minus_generic,heldout,6,em,-0.4,-0.8,0.0,0.0928,10
conditioned_minus_generic,conditioned_minus_generic,heldout,6,f1,-0.4,-0.8,0.0,0.0928,10
conditioned_minus_generic,conditioned_minus_generic,heldout,6,judge_correct,-0.4,-0.8,0.0,0.0928,10
conditioned_minus_generic,conditioned_minus_generic,heldout,7,em,-0.6,-1.0,-0.2,0.0078,10
conditioned_minus_generic,conditioned_minus_generic,heldout,7,f1,-0.6,-1.0,-0.2,0.0078,10
conditioned_minus_generic,conditioned_minus_generic,heldout,7,judge_correct,-0.6,-1.0,-0.2,0.0078,10
conditioned_minus_generic,conditioned_minus_generic,heldout,8,em,-0.5,-0.9,-0.1,0.0276,10
conditioned_minus_generic,conditioned_minus_generic,heldout,8,f1,-0.4333333333333334,-0.8,0.0,0.0379,10
conditioned_minus_generic,conditioned_minus_generic,heldout,8,judge_correct,-0.5,-0.9,-0.1,0.0276,10
conditioned_minus_generic,conditioned_minus_generic,heldout,9,em,-0.7,-1.0,-0.4,0.0,10
conditioned_minus_generic,conditioned_minus_generic,heldout,9,f1,-0.6333333333333333,-0.9,-0.33333333333333337,0.0,10
conditioned_minus_generic,conditioned_minus_generic,heldout,9,judge_correct,-0.7,-1.0,-0.4,0.0,10
conditioned_minus_generic,conditioned_minus_generic,heldout,10,em,-0.5,-0.9,-0.1,0.0276,10
conditioned_minus_generic,conditioned_minus_generic,heldout,10,f1,-0.4333333333333334,-0.8,0.0,0.0379,10
conditioned_minus_generic,conditioned_minus_generic,heldout,10,judge_correct,-0.5,-0.9,-0.1,0.0276,10
