dossier_id,rotation_id,announced_fact_id,mode,slots,selection_valid,selected_count,announced_card_selected,hidden_card_selection_rate,handoff_characters,handoff_words,handoff_estimated_tokens,immediate_em,reusable_em,immediate_f1,reusable_f1,immediate_judge_correct,reusable_judge_correct
fic:3,fic:3:A=side4:c6e8cef22843,fic:3:side4,conditioned,4,1.0,4,1.0,0.6,486,88,131,1.0,0.6,1.0,0.6,1.0,0.6
fic:3,fic:3:A=side4:c6e8cef22843,fic:3:side4,generic,6,1.0,6,1.0,1.0,680,122,183,1.0,1.0,1.0,1.0,1.0,1.0
fic:3,fic:3:A=side4:c6e8cef22843,fic:3:side4,conditioned,6,1.0,6,1.0,1.0,680,122,183,1.0,1.0,1.0,1.0,1.0,1.0
fic:3,fic:3:A=side3:a2ab34cc9168,fic:3:side3,generic,2,1.0,2,1.0,0.2,154,30,41,1.0,0.4,1.0,0.4,1.0,0.4
fic:3,fic:3:A=side3:a2ab34cc9168,fic:3:side3,conditioned,2,1.0,2,1.0,0.2,154,30,41,1.0,0.4,1.0,0.4,1.0,0.4
fic:3,fic:3:A=side3:a2ab34cc9168,fic:3:side3,generic,4,1.0,4,1.0,0.6,510,89,137,1.0,0.6,1.0,0.7,1.0,0.6
fic:3,fic:3:A=side3:a2ab34cc9168,fic:3:side3,conditioned,4,1.0,4,1.0,0.6,488,85,131,1.0,0.8,1.0,0.8,1.0,0.8
fic:3,fic:3:A=side3:a2ab34cc9168,fic:3:side3,generic,6,1.0,6,1.0,1.0,680,122,183,1.0,1.0,1.0,1.0,1.0,1.0
fic:3,fic:3:A=side3:a2ab34cc9168,fic:3:side3,conditioned,6,1.0,6,1.0,1.0,680,122,183,1.0,1.0,1.0,1.0,1.0,1.0
fic:3,fic:3:A=side2:a0fd4ab789fe,fic:3:side2,generic,2,1.0,2,0.0,0.4,154,30,41,0.0,0.6,0.0,0.6,0.0,0.6
fic:3,fic:3:A=side2:a0fd4ab789fe,fic:3:side2,conditioned,2,1.0,2,1.0,0.2,332,55,89,1.0,0.4,1.0,0.5,1.0,0.4
fic:3,fic:3:A=side2:a0fd4ab789fe,fic:3:side2,generic,4,1.0,4,1.0,0.6,510,89,137,1.0,0.6,1.0,0.7,1.0,0.6
fic:3,fic:3:A=side2:a0fd4ab789fe,fic:3:side2,conditioned,4,1.0,4,1.0,0.6,502,88,135,1.0,0.8,1.0,0.8,1.0,0.8
fic:3,fic:3:A=side2:a0fd4ab789fe,fic:3:side2,generic,6,1.0,6,1.0,1.0,680,122,183,1.0,1.0,1.0,1.0,1.0,1.0
fic:3,fic:3:A=side2:a0fd4ab789fe,fic:3:side2,conditioned,6,1.0,6,1.0,1.0,680,122,183,1.0,1.0,1.0,1.0,1.0,1.0
fic:3,fic:3:A=side5:6d49f92b1f5d,fic:3:side5,generic,2,1.0,2,0.0,0.4,154,30,41,0.0,0.6,0.0,0.6,0.0,0.6
fic:3,fic:3:A=side5:6d49f92b1f5d,fic:3:side5,conditioned,2,1.0,2,1.0,0.2,316,55,85,1.0,0.2,1.0,0.3,1.0,0.2
fic:3,fic:3:A=side5:6d49f92b1f5d,fic:3:side5,generic,4,1.0,4,1.0,0.6,510,89,137,1.0,0.6,1.0,0.7,1.0,0.6
fic:3,fic:3:A=side5:6d49f92b1f5d,fic:3:side5,conditioned,4,1.0,4,1.0,0.6,524,92,141,1.0,0.6,1.0,0.7,1.0,0.6
fic:3,fic:3:A=side5:6d49f92b1f5d,fic:3:side5,generic,6,1.0,6,1.0,1.0,680,122,183,1.0,1.0,1.0,1.0,1.0,1.0
fic:3,fic:3:A=side5:6d49f92b1f5d,fic:3:side5,conditioned,6,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
fic:4,fic:4:A=side2:2191aa58bf52,fic:4:side2,generic,2,1.0,2,0.0,0.4,178,34,48,0.0,0.2,0.0,0.3333333333333333,0.0,0.4
fic:4,fic:4:A=side2:2191aa58bf52,fic:4:side2,conditioned,2,1.0,2,1.0,0.2,322,56,87,1.0,0.2,1.0,0.2,1.0,0.2
fic:4,fic:4:A=side2:2191aa58bf52,fic:4:side2,generic,4,1.0,4,0.0,0.8,339,64,91,0.0,0.4,0.0,0.6133333333333333,0.0,0.8
fic:4,fic:4:A=side2:2191aa58bf52,fic:4:side2,conditioned,4,1.0,4,1.0,0.6,478,85,129,1.0,0.6,1.0,0.6,1.0,0.6
fic:4,fic:4:A=side2:2191aa58bf52,fic:4:side2,generic,6,1.0,6,1.0,1.0,663,120,179,1.0,0.8,1.0,0.8800000000000001,1.0,1.0
fic:4,fic:4:A=side2:2191aa58bf52,fic:4:side2,conditioned,6,1.0,6,1.0,1.0,663,120,179,1.0,0.8,1.0,0.8800000000000001,1.0,1.0
fic:4,fic:4:A=side5:baa81fa46fc9,fic:4:side5,generic,2,1.0,2,1.0,0.2,178,34,48,0.0,0.2,0.6666666666666666,0.2,1.0,0.2
fic:4,fic:4:A=side5:baa81fa46fc9,fic:4:side5,conditioned,2,1.0,2,1.0,0.2,210,40,56,1.0,0.2,1.0,0.2,1.0,0.2
fic:4,fic:4:A=side5:baa81fa46fc9,fic:4:side5,generic,4,1.0,4,1.0,0.6,339,64,91,0.0,0.4,0.6666666666666666,0.48,1.0,0.6
fic:4,fic:4:A=side5:baa81fa46fc9,fic:4:side5,conditioned,4,1.0,4,1.0,0.6,366,69,98,1.0,0.6,1.0,0.6,1.0,0.6
fic:4,fic:4:A=side5:baa81fa46fc9,fic:4:side5,generic,6,1.0,6,1.0,1.0,663,120,179,1.0,0.8,1.0,0.8800000000000001,1.0,1.0
fic:4,fic:4:A=side5:baa81fa46fc9,fic:4:side5,conditioned,6,1.0,6,1.0,1.0,663,120,179,1.0,0.8,1.0,0.8800000000000001,1.0,1.0
fic:4,fic:4:A=side3:aebbe7954cc8,fic:4:side3,generic,2,1.0,2,1.0,0.2,178,34,48,1.0,0.0,1.0,0.13333333333333333,1.0,0.2
fic:4,fic:4:A=side3:aebbe7954cc8,fic:4:side3,conditioned,2,1.0,2,1.0,0.2,290,50,78,1.0,0.2,1.0,0.2,1.0,0.2
fic:4,fic:4:A=side3:aebbe7954cc8,fic:4:side3,generic,4,1.0,4,1.0,0.6,339,64,91,1.0,0.2,1.0,0.4133333333333333,1.0,0.6
fic:4,fic:4:A=side3:aebbe7954cc8,fic:4:side3,conditioned,4,1.0,4,1.0,0.6,385,73,104,1.0,0.4,1.0,0.48,1.0,0.6
fic:4,fic:4:A=side3:aebbe7954cc8,fic:4:side3,generic,6,1.0,6,1.0,1.0,663,120,179,1.0,0.8,1.0,0.8800000000000001,1.0,1.0
fic:4,fic:4:A=side3:aebbe7954cc8,fic:4:side3,conditioned,6,1.0,6,1.0,1.0,663,120,179,1.0,0.8,1.0,0.8800000000000001,1.0,1.0
fic:4,fic:4:A=side1:037ee11f7a4b,fic:4:side1,generic,2,1.0,2,0.0,0.4,178,34,48,0.0,0.2,0.0,0.3333333333333333,0.0,0.4
fic:4,fic:4:A=side1:037ee11f7a4b,fic:4:side1,conditioned,2,1.0,2,1.0,0.2,295,51,79,0.0,0.2,0.4,0.2,1.0,0.2
fic:4,fic:4:A=side1:037ee11f7a4b,fic:4:side1,generic,4,1.0,4,1.0,0.6,339,64,91,0.0,0.4,0.4,0.5333333333333333,1.0,0.6
fic:4,fic:4:A=side1:037ee11f7a4b,fic:4:side1,conditioned,4,1.0,4,1.0,0.6,461,82,124,0.0,0.4,0.4,0.5333333333333333,1.0,0.6
fic:4,fic:4:A=side1:037ee11f7a4b,fic:4:side1,generic,6,1.0,6,1.0,1.0,663,120,179,0.0,1.0,0.4,1.0,1.0,1.0
fic:4,fic:4:A=side1:037ee11f7a4b,fic:4:side1,conditioned,6,1.0,6,1.0,1.0,663,120,179,0.0,1.0,0.4,1.0,1.0,1.0
fic:4,fic:4:A=target:c61b461581d5,fic:4:target,generic,2,1.0,2,0.0,0.4,178,34,48,0.0,0.2,0.0,0.3333333333333333,0.0,0.4
fic:4,fic:4:A=target:c61b461581d5,fic:4:target,conditioned,2,1.0,2,1.0,0.2,276,47,74,1.0,0.2,1.0,0.2,1.0,0.2
fic:4,fic:4:A=target:c61b461581d5,fic:4:target,generic,4,1.0,4,0.0,0.8,339,64,91,0.0,0.4,0.0,0.6133333333333333,0.0,0.8
fic:4,fic:4:A=target:c61b461581d5,fic:4:target,conditioned,4,1.0,4,1.0,0.6,483,86,130,1.0,0.4,1.0,0.48,1.0,0.6
fic:4,fic:4:A=target:c61b461581d5,fic:4:target,generic,6,1.0,6,1.0,1.0,663,120,179,1.0,0.8,1.0,0.8800000000000001,1.0,1.0
fic:4,fic:4:A=target:c61b461581d5,fic:4:target,conditioned,6,1.0,6,1.0,1.0,663,120,179,1.0,0.8,1.0,0.8800000000000001,1.0,1.0
fic:4,fic:4:A=side4:f4bbc071a91b,fic:4:side4,generic,2,1.0,2,0.0,0.4,178,34,48,0.0,0.2,0.0,0.3333333333333333,0.0,0.4
fic:4,fic:4:A=side4:f4bbc071a91b,fic:4:side4,conditioned,2,1.0,2,1.0,0.2,276,47,74,1.0,0.2,1.0,0.2,1.0,0.2
fic:4,fic:4:A=side4:f4bbc071a91b,fic:4:side4,generic,4,1.0,4,1.0,0.6,339,64,91,1.0,0.2,1.0,0.4133333333333333,1.0,0.6
fic:4,fic:4:A=side4:f4bbc071a91b,fic:4:side4,conditioned,4,1.0,4,1.0,0.6,461,82,124,1.0,0.2,1.0,0.4133333333333333,1.0,0.6
fic:4,fic:4:A=side4:f4bbc071a91b,fic:4:side4,generic,6,1.0,6,1.0,1.0,663,120,179,1.0,0.8,1.0,0.8800000000000001,1.0,1.0
fic:4,fic:4:A=side4:f4bbc071a91b,fic:4:side4,conditioned,6,1.0,6,1.0,1.0,663,120,179,1.0,0.8,1.0,0.8800000000000001,1.0,1.0
fic:5,fic:5:A=side3:0ce8270150c5,fic:5:side3,generic,2,1.0,2,0.0,0.4,339,59,91,0.0,0.4,0.0,0.4,0.0,0.4
fic:5,fic:5:A=side3:0ce8270150c5,fic:5:side3,conditioned,2,1.0,2,1.0,0.2,296,51,80,1.0,0.2,1.0,0.2,1.0,0.2
fic:5,fic:5:A=side3:0ce8270150c5,fic:5:side3,generic,4,1.0,4,1.0,0.6,480,86,129,1.0,0.6,1.0,0.6,1.0,0.6
fic:5,fic:5:A=side3:0ce8270150c5,fic:5:side3,conditioned,4,1.0,4,1.0,0.6,503,90,135,1.0,0.6,1.0,0.6,1.0,0.6
fic:5,fic:5:A=side3:0ce8270150c5,fic:5:side3,generic,6,1.0,6,1.0,1.0,647,118,174,1.0,1.0,1.0,1.0,1.0,1.0
fic:5,fic:5:A=side3:0ce8270150c5,fic:5:side3,conditioned,6,1.0,6,1.0,1.0,647,118,174,1.0,1.0,1.0,1.0,1.0,1.0
fic:5,fic:5:A=side2:ac2c788a8417,fic:5:side2,generic,2,1.0,2,1.0,0.2,339,59,91,1.0,0.2,1.0,0.2,1.0,0.2
fic:5,fic:5:A=side2:ac2c788a8417,fic:5:side2,conditioned,2,1.0,2,1.0,0.2,339,59,91,1.0,0.2,1.0,0.2,1.0,0.2
fic:5,fic:5:A=side2:ac2c788a8417,fic:5:side2,generic,4,1.0,4,1.0,0.6,480,86,129,1.0,0.6,1.0,0.6,1.0,0.6
fic:5,fic:5:A=side2:ac2c788a8417,fic:5:side2,conditioned,4,1.0,4,1.0,0.6,498,88,134,1.0,0.6,1.0,0.6,1.0,0.6
fic:5,fic:5:A=side2:ac2c788a8417,fic:5:side2,generic,6,1.0,6,1.0,1.0,647,118,174,1.0,1.0,1.0,1.0,1.0,1.0
fic:5,fic:5:A=side2:ac2c788a8417,fic:5:side2,conditioned,6,1.0,6,1.0,1.0,647,118,174,1.0,1.0,1.0,1.0,1.0,1.0
fic:5,fic:5:A=target:00d7b05a2f21,fic:5:target,generic,2,1.0,2,1.0,0.2,339,59,91,1.0,0.2,1.0,0.2,1.0,0.2
fic:5,fic:5:A=target:00d7b05a2f21,fic:5:target,conditioned,2,1.0,2,1.0,0.2,304,54,82,1.0,0.2,1.0,0.2,1.0,0.2
fic:5,fic:5:A=target:00d7b05a2f21,fic:5:target,generic,4,1.0,4,1.0,0.6,480,86,129,1.0,0.6,1.0,0.6,1.0,0.6
fic:5,fic:5:A=target:00d7b05a2f21,fic:5:target,conditioned,4,1.0,4,1.0,0.6,448,82,121,1.0,0.6,1.0,0.6,1.0,0.6
fic:5,fic:5:A=target:00d7b05a2f21,fic:5:target,generic,6,1.0,6,1.0,1.0,647,118,174,1.0,1.0,1.0,1.0,1.0,1.0
fic:5,fic:5:A=target:00d7b05a2f21,fic:5:target,conditioned,6,1.0,6,1.0,1.0,647,118,174,1.0,1.0,1.0,1.0,1.0,1.0
fic:5,fic:5:A=side5:0612225040d2,fic:5:side5,generic,2,1.0,2,0.0,0.4,339,59,91,0.0,0.4,0.0,0.4,0.0,0.4
fic:5,fic:5:A=side5:0612225040d2,fic:5:side5,conditioned,2,1.0,2,1.0,0.2,299,52,80,1.0,0.2,1.0,0.2,1.0,0.2
fic:5,fic:5:A=side5:0612225040d2,fic:5:side5,generic,4,1.0,4,0.0,0.8,480,86,129,0.0,0.8,0.0,0.8,0.0,0.8
