policy,budget_words,kind,endpoint,metric,mean,lo,hi,n_contexts,n_rotations,replication,family,preference_id,lambda,lambda_infinite,future_share
split__l0,80,retained,now,f1,0.7928264567389954,0.7303553555675991,0.8563279315829868,24,96,seed29,split,l0,0.0,False,0.0
split__l0,80,retained,now,judge_correct,0.923611111111111,0.875,0.96875,24,96,seed29,split,l0,0.0,False,0.0
split__l0,80,retained,future,em,0.29513888888888884,0.20486111111111108,0.3854166666666667,24,96,seed29,split,l0,0.0,False,0.0
split__l0,80,retained,future,f1,0.3744451532175317,0.3149047511088951,0.4368523854585568,24,96,seed29,split,l0,0.0,False,0.0
split__l0,80,retained,future,judge_correct,0.4618055555555555,0.39062499999999994,0.532986111111111,24,96,seed29,split,l0,0.0,False,0.0
split__l0,80,channel,message,delivered_words,73.1875,72.59375,73.79166666666667,24,96,seed29,split,l0,0.0,False,0.0
split__l0,80,channel,message,fill_ratio,0.9148437499999998,0.9074218750000002,0.9223958333333333,24,96,seed29,split,l0,0.0,False,0.0
split__l1,80,utility,now,em,0.5625,0.46875,0.65625,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,utility,now,f1,0.7340655412806147,0.651679755344737,0.8132405744021092,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,utility,now,judge_correct,0.8645833333333334,0.7916666666666666,0.9270833333333334,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,utility,future,em,0.24305555555555555,0.19097222222222224,0.2952256944444432,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,utility,future,f1,0.36854745622442664,0.32801154044569053,0.4088480938378142,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,utility,future,judge_correct,0.4791666666666667,0.4236111111111111,0.53125,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,utility,gap,em,0.3194444444444445,0.25000000000000006,0.39236111111111116,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,utility,gap,f1,0.3655180850561881,0.29332623526342694,0.438626542772106,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,utility,gap,judge_correct,0.3854166666666667,0.2881944444444445,0.4756944444444445,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,regret,now,em,0.07291666666666667,0.020833333333333332,0.125,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,regret,now,f1,0.05075589411080697,0.00014749666223300677,0.10110478204824755,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,regret,now,judge_correct,0.010416666666666666,-0.052083333333333336,0.08333333333333333,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,regret,future,em,0.3923611111111111,0.3229166666666667,0.46527777777777773,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,regret,future,f1,0.4162739791669951,0.3543591973390766,0.4799189339115274,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,regret,future,judge_correct,0.3958333333333333,0.29861111111111116,0.48611111111111116,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,retained,now,em,0.8229166666666666,0.7430555555555555,0.9027777777777777,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,retained,now,f1,0.7911655593181329,0.7164546247002588,0.86384561652944,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,retained,now,judge_correct,0.892361111111111,0.8193576388888891,0.9583333333333334,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,retained,future,em,0.3211805555555556,0.25,0.3975694444444444,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,retained,future,f1,0.41050682177830816,0.35717269041558836,0.4683007146641329,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,retained,future,judge_correct,0.5034722222222222,0.4322916666666666,0.5763888888888888,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,channel,message,delivered_words,73.23958333333333,72.46848958333334,73.96875,24,96,seed29,split,l1,1.0,False,0.5
split__l1,80,channel,message,fill_ratio,0.9154947916666667,0.9058561197916666,0.9246093750000001,24,96,seed29,split,l1,1.0,False,0.5
split__linf,80,utility,now,em,0.19791666666666666,0.13541666666666666,0.2604166666666667,24,96,seed29,split,linf,,True,1.0
split__linf,80,utility,now,f1,0.33617349086099085,0.25516819985569983,0.4168989560786436,24,96,seed29,split,linf,,True,1.0
split__linf,80,utility,now,judge_correct,0.40625,0.3125,0.5104166666666666,24,96,seed29,split,linf,,True,1.0
split__linf,80,utility,future,em,0.3715277777777777,0.31597222222222215,0.4305555555555555,24,96,seed29,split,linf,,True,1.0
split__linf,80,utility,future,f1,0.5186565487894983,0.47768483991362964,0.5599657888864303,24,96,seed29,split,linf,,True,1.0
split__linf,80,utility,future,judge_correct,0.6006944444444444,0.5451388888888888,0.6527777777777777,24,96,seed29,split,linf,,True,1.0
split__linf,80,utility,gap,em,-0.17361111111111108,-0.2604166666666666,-0.09027777777777775,24,96,seed29,split,linf,,True,1.0
split__linf,80,utility,gap,f1,-0.1824830579285075,-0.2733716664505795,-0.09442128995086098,24,96,seed29,split,linf,,True,1.0
split__linf,80,utility,gap,judge_correct,-0.19444444444444442,-0.3020833333333333,-0.07638888888888885,24,96,seed29,split,linf,,True,1.0
split__linf,80,regret,now,em,0.4375,0.3229166666666667,0.5520833333333334,24,96,seed29,split,linf,,True,1.0
split__linf,80,regret,now,f1,0.44864794453043094,0.35205547676417404,0.5521323474651231,24,96,seed29,split,linf,,True,1.0
split__linf,80,regret,now,judge_correct,0.46875,0.3541666666666667,0.5833333333333334,24,96,seed29,split,linf,,True,1.0
split__linf,80,regret,future,em,0.2638888888888889,0.1840277777777778,0.3368055555555555,24,96,seed29,split,linf,,True,1.0
split__linf,80,regret,future,f1,0.26616488660192344,0.20273878126711398,0.3294727458900672,24,96,seed29,split,linf,,True,1.0
split__linf,80,regret,future,judge_correct,0.2743055555555556,0.19097222222222224,0.3576388888888889,24,96,seed29,split,linf,,True,1.0
split__linf,80,retained,now,em,0.30902777777777773,0.1875,0.44444444444444436,24,96,seed29,split,linf,,True,1.0
split__linf,80,retained,now,f1,0.37982177930094596,0.28694197681176853,0.47119412127224625,24,96,seed29,split,linf,,True,1.0
split__linf,80,retained,now,judge_correct,0.4479166666666667,0.34375,0.5555555555555555,24,96,seed29,split,linf,,True,1.0
split__linf,80,retained,future,em,0.5520833333333333,0.44965277777777773,0.657986111111111,24,96,seed29,split,linf,,True,1.0
split__linf,80,retained,future,f1,0.5650712676445955,0.507592012175431,0.6242426270269437,24,96,seed29,split,linf,,True,1.0
split__linf,80,retained,future,judge_correct,0.6510416666666666,0.5798611111111112,0.7222222222222222,24,96,seed29,split,linf,,True,1.0
split__linf,80,channel,message,delivered_words,75.1875,74.51041666666667,75.875,24,96,seed29,split,linf,,True,1.0
split__linf,80,channel,message,fill_ratio,0.93984375,0.9313802083333332,0.9484375000000002,24,96,seed29,split,linf,,True,1.0
