chain_id,arm,block,derived,pair_id,stage,depth,model_id,model_key,family,tier,parameters_b,from_model_key,from_parameters_b,transition_type,family_changed,size_direction,size_ratio,log_size_change,handoff_prompt_tokens,handoff_completion_tokens,handoff_cost_usd,handoff_provider,handoff_finish_reason,previous_characters,handoff_characters,handoff_tokens,length_ratio,lexical_similarity,novel_token_rate,ngram_copy_rate,semantic_preserved,semantic_verdict,fact_A_survived,fact_B_survived,transition_label_target,transition_label_heldout,answerer_role,answerer_model_id,target_pred,target_em,target_f1,target_judge_correct,heldout_pred,heldout_f1,heldout_judge_correct,answer_prompt_tokens,answer_completion_tokens
homog_small_llama::5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,homog_small_llama,matched_small,False,5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,5,5,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,196,66,7.22e-06,Novita,stop,298,298,43,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Apollo X,1.0,1.0,1,Venus,1.0,1,,
homog_small_llama::5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,homog_small_llama,matched_small,False,5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,6,6,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,195,66,6.54e-06,DeepInfra,stop,298,298,43,1.0,1.0,0.0,0.7692,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Apollo Extension Series,1.0,1.0,1,Earth,0.0,0,,
homog_small_llama::572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,homog_small_llama,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,1,1,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,,,source_to_first_agent,,none,,,1827,121,4.138e-05,DeepInfra,stop,7977,563,74,0.0706,0.0595,0.5135,0.1429,0.0,MAJOR_LOSS,1,0,semantic_drift,information_loss,primary,meta-llama/llama-3.1-8b-instruct,Silver,1.0,1.0,1,"No answer, as the question is unrelated to the provided material",0.0,0,,
homog_small_llama::572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,homog_small_llama,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,2,2,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,241,60,7.22e-06,DeepInfra,stop,563,315,41,0.5595,0.6087,0.1463,0.1892,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Silver,1.0,1.0,1,Queen Victoria,0.6666666666666666,0,,
homog_small_llama::572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,homog_small_llama,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,3,3,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,180,61,6.04e-06,DeepInfra,stop,315,320,42,1.0159,0.9639,0.0476,0.7895,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Silver,1.0,1.0,1,Queen Victoria,0.6666666666666666,0,,
homog_small_llama::572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,homog_small_llama,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,4,4,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,181,63,6.14e-06,DeepInfra,stop,320,331,43,1.0344,0.9647,0.0465,0.6923,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Silver,1.0,1.0,1,Unknown,0.0,0,,
homog_small_llama::572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,homog_small_llama,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,5,5,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,184,27,5.03e-06,Novita,stop,331,141,17,0.426,0.5333,0.0588,0.5385,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Silver,1.0,1.0,1,The Lord Lyon King of Arms,0.0,0,,
homog_small_llama::572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,homog_small_llama,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,6,6,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,148,28,4.36e-06,Novita,stop,141,141,18,1.0,0.9143,0.1111,0.6429,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Silver,1.0,1.0,1,Queen Elizabeth II,0.5,1,,
homog_small_llama::57295b5b1d04691400779315__57295b5b1d04691400779318,homog_small_llama,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,1,1,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,,,source_to_first_agent,,none,,,1803,33,3.771e-05,Novita,stop,7918,142,19,0.0179,0.0279,0.1579,0.0667,0.0,MAJOR_LOSS,1,0,semantic_drift,information_loss,primary,meta-llama/llama-3.1-8b-instruct,Phycobilisomes,1.0,1.0,1,Cell walls,0.0,0,,
homog_small_llama::57295b5b1d04691400779315__57295b5b1d04691400779318,homog_small_llama,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,2,2,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,162,27,4.59e-06,Novita,stop,142,114,14,0.8028,0.5455,0.3571,0.0,0.5,MINOR_LOSS,1,0,semantic_drift,information_loss,primary,meta-llama/llama-3.1-8b-instruct,Phycobilisomes,1.0,1.0,1,Cell wall formation,0.0,0,,
homog_small_llama::57295b5b1d04691400779315__57295b5b1d04691400779318,homog_small_llama,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,3,3,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,155,29,4.26e-06,DeepInfra,stop,114,125,15,1.0965,0.7586,0.2667,0.1818,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Phycobilisomes,1.0,1.0,1,Cell walls,0.0,0,,
homog_small_llama::57295b5b1d04691400779315__57295b5b1d04691400779318,homog_small_llama,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,4,4,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,157,30,4.34e-06,DeepInfra,stop,125,131,16,1.048,0.8387,0.1875,0.25,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Phycobilisomes,1.0,1.0,1,Cell walls,0.0,0,,
homog_small_llama::57295b5b1d04691400779315__57295b5b1d04691400779318,homog_small_llama,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,5,5,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,178,29,1.122e-05,Groq,stop,131,125,15,0.9542,0.8387,0.1333,0.2727,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Phycobilisomes,1.0,1.0,1,Cell walls,0.0,0,,
homog_small_llama::57295b5b1d04691400779315__57295b5b1d04691400779318,homog_small_llama,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,6,6,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,157,30,4.34e-06,DeepInfra,stop,125,131,16,1.048,0.9032,0.125,0.5,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Phycobilisomes,1.0,1.0,1,Cell walls,0.0,0,,
homog_small_llama::57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,homog_small_llama,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,1,1,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,,,source_to_first_agent,,none,,,1898,28,3.936e-05,Novita,stop,8022,78,12,0.0097,0.0194,0.0,0.5,0.0,MAJOR_LOSS,1,0,semantic_drift,information_loss,primary,meta-llama/llama-3.1-8b-instruct,Emperor Gegeen Khan,0.0,0.8,1,Ayurbarwada,0.0,0,,
homog_small_llama::57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,homog_small_llama,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,2,2,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,149,30,4.18e-06,DeepInfra,stop,78,92,13,1.1795,0.72,0.3077,0.1111,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Emperor Gegeen Khan,0.0,0.8,1,Unknown,0.0,0,,
homog_small_llama::57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,homog_small_llama,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,3,3,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,151,30,4.22e-06,DeepInfra,stop,92,92,13,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Emperor Gegeen Khan,0.0,0.8,1,Unknown,0.0,0,,
homog_small_llama::57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,homog_small_llama,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,4,4,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,152,27,4.39e-06,Novita,stop,92,75,11,0.8152,0.9167,0.0,1.0,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Emperor Gegeen Khan,0.0,0.8,1,Toghan Temür,0.0,0,,
homog_small_llama::57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,homog_small_llama,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,5,5,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,149,27,4.33e-06,Novita,stop,75,78,11,1.04,0.8182,0.1818,0.1429,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Gegeen Khan,1.0,1.0,1,Unknown,0.0,0,,
homog_small_llama::57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,homog_small_llama,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,6,6,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,149,35,4.73e-06,Novita,stop,78,114,16,1.4615,0.8148,0.3125,0.25,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Gegeen Khan,1.0,1.0,1,Unknown,0.0,0,,
homog_small_llama::5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,homog_small_llama,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,1,1,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,,,source_to_first_agent,,none,,,1757,204,0.00010417,Groq,stop,7935,1000,134,0.126,0.1747,0.1791,0.4846,1.0,EQUIVALENT,1,1,benign_paraphrase,benign_paraphrase,primary,meta-llama/llama-3.1-8b-instruct,"£42,090",1.0,1.0,1,The US/Canada,1.0,1,,
homog_small_llama::5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,homog_small_llama,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,2,2,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,326,200,1.452e-05,DeepInfra,stop,1000,986,132,0.986,0.9624,0.0303,0.75,1.0,EQUIVALENT,1,1,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,"£42,090",1.0,1.0,1,The US/Canada,1.0,1,,
homog_small_llama::5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,homog_small_llama,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,3,3,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,322,200,1.444e-05,DeepInfra,stop,986,986,132,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,1,1,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,"£42,090",1.0,1.0,1,The US/Canada,1.0,1,,
homog_small_llama::5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,homog_small_llama,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,4,4,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,322,204,1.46e-05,DeepInfra,stop,986,1004,134,1.0183,0.9774,0.0299,0.7462,1.0,EQUIVALENT,1,1,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,"£42,090",1.0,1.0,1,US/Canada,1.0,1,,
homog_small_llama::5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,homog_small_llama,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,5,5,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,327,213,1.719e-05,Novita,stop,1004,1054,140,1.0498,0.9489,0.0714,0.6985,1.0,EQUIVALENT,1,1,benign_paraphrase,benign_paraphrase,primary,meta-llama/llama-3.1-8b-instruct,"£42,090",1.0,1.0,1,US/Canada,1.0,1,,
homog_small_llama::5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,homog_small_llama,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,6,6,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,336,210,1.722e-05,Novita,stop,1054,1037,138,0.9839,0.9928,0.0,0.9701,1.0,EQUIVALENT,1,1,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,"£42,090",1.0,1.0,1,US/Canada,1.0,1,,
homog_small_llama::5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,homog_small_llama,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,1,1,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,,,source_to_first_agent,,none,,,1620,35,3.415e-05,Novita,stop,7501,162,22,0.0216,0.0411,0.0,1.0,0.0,MAJOR_LOSS,1,0,semantic_drift,information_loss,primary,meta-llama/llama-3.1-8b-instruct,Alfred Drury,1.0,1.0,1,1,0.0,0,,
homog_small_llama::5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,homog_small_llama,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,2,2,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,164,48,5.68e-06,Novita,stop,162,249,32,1.537,0.7778,0.3438,0.3214,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Alfred Drury,1.0,1.0,1,Two,0.0,0,,
homog_small_llama::5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,homog_small_llama,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,3,3,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,176,58,5.84e-06,DeepInfra,stop,249,322,42,1.2932,0.6757,0.4048,0.1316,1.0,EQUIVALENT,1,0,benign_paraphrase,critical_detail_loss,primary,meta-llama/llama-3.1-8b-instruct,Alfred Drury,1.0,1.0,1,2,0.0,0,,
homog_small_llama::5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,homog_small_llama,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,4,4,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,187,55,6.49e-06,Novita,stop,322,314,40,0.9752,0.9512,0.025,0.5833,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Alfred Drury,1.0,1.0,1,2,0.0,0,,
homog_small_llama::5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,homog_small_llama,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,5,5,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,184,55,6.43e-06,Novita,stop,314,314,40,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Alfred Drury,1.0,1.0,1,2,0.0,0,,
homog_small_llama::5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,homog_small_llama,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,6,6,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,184,55,6.43e-06,Novita,stop,314,314,40,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,1,0,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,Alfred Drury,1.0,1.0,1,2,0.0,0,,
homog_small_llama::56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,homog_small_llama,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,1,1,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,,,source_to_first_agent,,none,,,1826,81,4.057e-05,Novita,stop,7876,407,51,0.0517,0.0805,0.0588,0.7447,0.5,MINOR_LOSS,0,1,semantic_drift,semantic_drift,primary,meta-llama/llama-3.1-8b-instruct,Particle beams,0.0,0.4,1,Millions of volts,0.5,1,,
homog_small_llama::56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,homog_small_llama,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,2,2,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,203,229,1.322e-05,DeepInfra,stop,407,1152,139,2.8305,0.5053,0.6547,0.3481,1.0,EQUIVALENT,0,1,critical_detail_loss,benign_paraphrase,primary,meta-llama/llama-3.1-8b-instruct,None specified,0.0,0.0,0,Millions of volts,0.5,1,,
homog_small_llama::56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,homog_small_llama,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,3,3,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,351,217,1.57e-05,DeepInfra,stop,1152,1085,130,0.9418,0.9591,0.0077,0.9603,1.0,EQUIVALENT,0,1,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,None,0.0,0.0,0,Millions of volts,0.5,1,,
homog_small_llama::56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,homog_small_llama,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,4,4,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,359,217,3.531e-05,Groq,stop,1085,1085,130,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,0,1,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,None,0.0,0.0,0,Millions of volts,0.5,1,,
homog_small_llama::56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,homog_small_llama,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,5,5,meta-llama/llama-3.1-8b-instruct,llama_small,llama,small,8.0,llama_small,8.0,same_family_size_same,False,same,1.0,0.0,339,217,1.546e-05,DeepInfra,stop,1085,1085,130,1.0,1.0,0.0,1.0,1.0,EQUIVALENT,0,1,verbatim_copy,verbatim_copy,primary,meta-llama/llama-3.1-8b-instruct,None,0.0,0.0,0,Millions of volts,0.5,1,,
