stack_id,dataset,future_distribution,metric,scope,n_configurations,n_common_contexts,configs_with_extra_contexts,common_context_ids
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,squad_groups,empirical_questions,f1,all,3,24,0,"[""sq:1"", ""sq:10"", ""sq:11"", ""sq:12"", ""sq:13"", ""sq:14"", ""sq:15"", ""sq:16"", ""sq:17"", ""sq:18"", ""sq:19"", ""sq:2"", ""sq:20"", ""sq:21"", ""sq:22"", ""sq:23"", ""sq:24"", ""sq:3"", ""sq:4"", ""sq:5"", ""sq:6"", ""sq:7"", ""sq:8"", ""sq:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,squad_groups,empirical_questions,judge_correct,deployable,3,24,0,"[""sq:1"", ""sq:10"", ""sq:11"", ""sq:12"", ""sq:13"", ""sq:14"", ""sq:15"", ""sq:16"", ""sq:17"", ""sq:18"", ""sq:19"", ""sq:2"", ""sq:20"", ""sq:21"", ""sq:22"", ""sq:23"", ""sq:24"", ""sq:3"", ""sq:4"", ""sq:5"", ""sq:6"", ""sq:7"", ""sq:8"", ""sq:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0.2|seed=43,squad_groups,empirical_questions,judge_correct,all,3,24,0,"[""sq:1"", ""sq:10"", ""sq:11"", ""sq:12"", ""sq:13"", ""sq:14"", ""sq:15"", ""sq:16"", ""sq:17"", ""sq:18"", ""sq:19"", ""sq:2"", ""sq:20"", ""sq:21"", ""sq:22"", ""sq:23"", ""sq:24"", ""sq:3"", ""sq:4"", ""sq:5"", ""sq:6"", ""sq:7"", ""sq:8"", ""sq:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,em,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,f1,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,judge_correct,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,empirical_cells,judge_correct,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,judge_correct,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,judge_correct,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,novel_near,em,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,novel_near,em,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,novel_near,f1,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,novel_near,f1,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,novel_near,judge_correct,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,novel_near,judge_correct,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,paraphrase_sanity,em,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,paraphrase_sanity,em,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,paraphrase_sanity,f1,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,paraphrase_sanity,f1,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,paraphrase_sanity,judge_correct,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,paraphrase_sanity,judge_correct,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,relation_balanced,em,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,relation_balanced,em,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,relation_balanced,f1,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,relation_balanced,f1,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,relation_balanced,judge_correct,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,relation_balanced,judge_correct,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,rho25,em,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,rho25,em,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,rho25,f1,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,rho25,f1,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,rho25,judge_correct,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,rho25,judge_correct,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,rho50,em,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,rho50,em,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,rho50,f1,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,rho50,f1,all,36,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,rho50,judge_correct,deployable,32,16,0,"[""rel:11"", ""rel:13"", ""rel:14"", ""rel:15"", ""rel:18"", ""rel:21"", ""rel:22"", ""rel:23"", ""rel:25"", ""rel:28"", ""rel:29"", ""rel:3"", ""rel:4"", ""rel:5"", ""rel:6"", ""rel:9""]"
